shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
hkd5-0-1,41.7797093,140.7861749,11,
hkd5-0-1,41.7797147,140.7860479,12,
hkd5-0-1,41.779787,140.78567,13,
hkd5-0-1,41.7798359,140.7854996,14,
hkd5-0-1,41.7799223,140.7853568,15,
hkd5-0-1,41.7800129,140.785184,16,
hkd5-0-1,41.780244,140.7848,17,
hkd5-0-1,41.780482,140.784527,18,
hkd5-0-1,41.780789,140.784235,19,
hkd5-0-1,41.781068,140.783917,20,
hkd5-0-1,41.781353,140.783486,21,
hkd5-0-1,41.7816556,140.78304,22,
hkd5-0-1,41.781889,140.782491,23,
hkd5-0-1,41.782112,140.781954,24,
hkd5-0-1,41.782215,140.781701,25,
hkd5-0-1,41.782462,140.7810246,26,
hkd5-0-1,41.782646,140.7805659,27,
hkd5-0-1,41.7830506,140.7796692,28,
hkd5-0-1,41.7833704,140.7789702,29,
hkd5-0-1,41.7836398,140.7782502,30,
hkd5-0-1,41.7838135,140.7777062,31,
hkd5-0-1,41.783986,140.777164,32,
hkd5-0-1,41.784195,140.77652,33,
hkd5-1-1,41.7811484,140.7905976,0,
hkd5-1-1,41.7811016,140.7901218,1,
hkd5-1-1,41.781047,140.789729,2,
hkd5-1-1,41.780892,140.789352,3,
hkd5-1-1,41.780763,140.789102,4,
hkd5-1-1,41.780659,140.788861,5,
hkd5-1-1,41.7804991,140.7885016,6,
hkd5-1-1,41.7802871,140.7879339,7,
hkd5-1-1,41.7800439,140.7871387,8,
hkd5-1-1,41.7799074,140.7867425,9,
hkd5-1-1,41.779783,140.7864249,10,
hkd5-1-1,41.7797093,140.7861749,11,
hkd5-1-1,41.7797147,140.7860479,12,
hkd5-1-1,41.779787,140.78567,13,
hkd5-1-1,41.7798359,140.7854996,14,
hkd5-1-1,41.7799223,140.7853568,15,
hkd5-1-1,41.7800129,140.785184,16,
hkd5-1-1,41.780244,140.7848,17,
hkd5-1-1,41.780482,140.784527,18,
hkd5-1-1,41.780789,140.784235,19,
hkd5-1-1,41.781068,140.783917,20,
hkd5-1-1,41.781353,140.783486,21,
hkd5-1-1,41.7816556,140.78304,22,
hkd5-1-1,41.781889,140.782491,23,
hkd5-1-1,41.782112,140.781954,24,
hkd5-1-1,41.782215,140.781701,25,
hkd5-1-1,41.782462,140.7810246,26,
hkd5-1-1,41.782646,140.7805659,27,
hkd5-1-1,41.7830506,140.7796692,28,
hkd5-1-1,41.7833704,140.7789702,29,
hkd5-1-1,41.7836398,140.7782502,30,
hkd5-1-1,41.7838135,140.7777062,31,
hkd5-1-1,41.783986,140.777164,32,
hkd5-1-1,41.784195,140.77652,33,
hkd5-1-1,41.784446,140.775869,34,
hkd5-1-1,41.784653,140.775403,35,
hkd5-1-1,41.78486,140.7749334,36,
hkd5-1-1,41.785186,140.7742521,37,
hkd5-1-1,41.785713,140.773158,38,
hkd5-1-1,41.785984,140.772557,39,
hkd5-1-1,41.78624,140.772001,40,
hkd5-1-1,41.786435,140.771576,41,
hkd5-1-1,41.786641,140.771109,42,
hkd5-1-1,41.7869294,140.7704916,43,
hkd5-1-1,41.7871538,140.7700366,44,
hkd5-1-1,41.7873646,140.7694049,45,
hkd5-1-1,41.7875393,140.7685412,46,
hkd5-1-1,41.7877861,140.7674849,47,
hkd5-1-1,41.7878438,140.7670376,48,
hkd5-1-1,41.7878556,140.7668019,49,
hkd5-1-1,41.7879432,140.7651608,50,
hkd5-1-1,41.7879901,140.7644089,51,
hkd5-1-1,41.7880863,140.7636263,52,
hkd5-1-1,41.788199,140.7626736,53,
hkd5-1-1,41.7883364,140.7616337,54,
hkd5-1-1,41.7885043,140.7605271,55,
hkd5-1-1,41.7886013,140.7596952,56,
hkd5-1-1,41.7886626,140.7593133,57,
hkd5-1-1,41.78872,140.7587881,58,
hkd5-1-1,41.78879,140.7578037,59,
hkd5-1-1,41.788878,140.7563527,60,
hkd5-1-1,41.7889514,140.7550962,61,
hkd5-1-1,41.78905,140.75398,62,
hkd5-1-1,41.789231,140.752354,63,
hkd5-1-1,41.789285,140.751817,64,
hkd5-1-1,41.789297,140.751686,65,
hkd5-1-1,41.789274,140.751639,66,
hkd5-1-1,41.788617,140.75148,67,
hkd5-1-1,41.787985,140.751316,68,
hkd5-1-1,41.786782,140.75102,69,
hkd5-1-1,41.786102,140.7508434,70,
hkd5-1-1,41.7859291,140.7507952,71,
hkd5-1-1,41.7858282,140.7507342,72,
hkd5-1-1,41.785758,140.7506802,73,
hkd5-1-1,41.7851688,140.7499581,74,
hkd5-1-1,41.784634,140.7492992,75,
hkd5-1-1,41.7843006,140.7488716,76,
hkd5-1-1,41.7839732,140.7484616,77,
hkd5-1-1,41.7833922,140.7477031,78,
hkd5-1-1,41.7828681,140.7470486,79,
hkd5-1-1,41.7823401,140.7464156,80,
hkd5-1-1,41.7821401,140.7461742,81,
hkd5-1-1,41.7817001,140.7456432,82,
hkd5-1-1,41.7810309,140.7447846,83,
hkd5-1-1,41.7803888,140.7439966,84,
hkd5-1-1,41.7795466,140.7429182,85,
hkd5-1-1,41.7789221,140.74209,86,
hkd5-1-1,41.7785957,140.7416818,87,
hkd5-1-1,41.7779327,140.7408686,88,
hkd5-1-1,41.777627,140.7405108,89,
hkd5-1-1,41.7772229,140.7399797,90,
hkd5-1-1,41.7766183,140.7392346,91,
hkd5-1-1,41.7758774,140.7383287,92,
hkd5-1-1,41.775584,140.7379548,93,
hkd5-1-1,41.774456,140.7365478,94,
hkd5-1-1,41.7736947,140.7355462,95,
hkd5-1-1,41.7733742,140.7351888,96,
hkd5-1-1,41.7728859,140.7345571,97,
hkd5-1-1,41.7716761,140.7334238,98,
hkd5-1-1,41.7712561,140.7330161,99,
hkd5-1-1,41.7711487,140.7328555,100,
hkd5-1-1,41.771132,140.7327211,101,
hkd5-1-1,41.7716285,140.7312909,102,
hkd5-1-1,41.771961,140.7303229,103,
hkd5-1-1,41.772256,140.729471,104,
hkd5-1-1,41.77243,140.728967,105,
hkd5-1-1,41.7726764,140.7282185,106,
hkd5-1-1,41.7726744,140.7281086,107,
hkd5-1-1,41.7725984,140.7280174,108,
hkd5-1-1,41.7723401,140.7278564,109,
hkd5-1-1,41.7718237,140.7275379,110,
hkd5-1-1,41.7715602,140.7273897,111,
hkd5-1-1,41.7713415,140.7272358,112,
hkd5-1-1,41.7710097,140.7269962,113,
hkd5-1-1,41.7707872,140.7268035,114,
hkd5-1-1,41.7700739,140.7261516,115,
hkd5-1-1,41.7694095,140.7255735,116,
hkd5-1-1,41.7690416,140.7252105,117,
hkd5-1-1,41.7685,140.724699,118,
hkd5-1-1,41.7681194,140.7243452,119,
hkd5-1-1,41.7674143,140.7236157,120,
hkd5-1-1,41.7670377,140.7232735,121,
hkd5-1-1,41.7667493,140.7229634,122,
hkd5-1-1,41.7663785,140.7225293,123,
hkd5-1-1,41.7662066,140.7223233,124,
hkd5-1-1,41.7657725,140.7217519,125,
hkd5-1-1,41.7655264,140.7214542,126,
hkd5-1-1,41.7654284,140.7213335,127,
hkd5-1-1,41.7652443,140.7210868,128,
hkd5-1-1,41.7649942,140.7206522,129,
hkd5-1-1,41.7649071,140.7204788,130,
hkd5-1-1,41.7647852,140.7202352,131,
hkd5-1-1,41.7646011,140.7198784,132,
hkd5-1-1,41.7643911,140.719405,133,
hkd5-1-1,41.764346,140.7193125,134,
hkd5-1-1,41.7642219,140.7189297,135,
hkd5-1-1,41.764125,140.7186339,136,
hkd5-1-1,41.7640895,140.7185064,137,
hkd5-1-1,41.7640039,140.7181417,138,
hkd5-1-1,41.7639649,140.7178734,139,
hkd5-1-1,41.7639548,140.7177573,140,
hkd5-1-1,41.7639478,140.7176346,141,
hkd5-1-1,41.7639618,140.7173543,142,
hkd5-1-1,41.7639728,140.7172497,143,
hkd5-1-1,41.7640038,140.7170455,144,
hkd5-1-1,41.7640568,140.7168226,145,
hkd5-1-1,41.7641189,140.7166298,146,
hkd5-1-1,41.7642058,140.7164377,147,
hkd5-1-1,41.7642529,140.7163371,148,
hkd5-1-1,41.7642929,140.7162475,149,
hkd5-1-1,41.764402,140.716037,150,
hkd5-1-1,41.764599,140.7157272,151,
hkd5-1-1,41.7654748,140.7143048,152,
hkd5-1-1,41.7656581,140.7140618,153,
hkd5-1-1,41.76594,140.7136117,154,
hkd5-1-1,41.766533,140.712636,155,
hkd5-1-1,41.7666077,140.7125031,156,
hkd5-1-1,41.766975,140.7119069,157,
hkd5-1-1,41.76707,140.7117504,158,
hkd5-1-1,41.7672364,140.7114799,159,
hkd5-1-1,41.7673999,140.7112588,160,
hkd5-1-1,41.7675949,140.7110917,161,
hkd5-1-1,41.7679345,140.7108661,162,
hkd5-1-1,41.7699225,140.7094602,163,
hkd5-1-1,41.7700345,140.7093475,164,
hkd5-1-1,41.7714422,140.7070549,165,
hkd5-1-1,41.77227,140.7057238,166,
hkd5-1-1,41.7729735,140.704583,167,
hkd5-1-1,41.7731386,140.7043276,168,
hkd5-2-1,41.784195,140.77652,0,
hkd5-2-1,41.784446,140.775869,1,
hkd5-2-1,41.784653,140.775403,2,
hkd5-2-1,41.78486,140.7749334,3,
hkd5-2-1,41.785186,140.7742521,4,
hkd5-2-1,41.785713,140.773158,5,
hkd5-2-1,41.785984,140.772557,6,
hkd5-2-1,41.78624,140.772001,7,
hkd5-2-1,41.786435,140.771576,8,
hkd5-2-1,41.786641,140.771109,9,
hkd5-2-1,41.7869294,140.7704916,10,
hkd5-2-1,41.7871538,140.7700366,11,
hkd5-2-1,41.7873646,140.7694049,12,
hkd5-2-1,41.7875393,140.7685412,13,
hkd5-2-1,41.7877861,140.7674849,14,
hkd5-2-1,41.7878438,140.7670376,15,
hkd5-2-1,41.7878556,140.7668019,16,
hkd5-2-1,41.7879432,140.7651608,17,
hkd5-2-1,41.7879901,140.7644089,18,
hkd5-2-1,41.7880863,140.7636263,19,
hkd5-2-1,41.788199,140.7626736,20,
hkd5-2-1,41.7883364,140.7616337,21,
hkd5-2-1,41.7885043,140.7605271,22,
hkd5-2-1,41.7886013,140.7596952,23,
hkd5-2-1,41.7886626,140.7593133,24,
hkd5-2-1,41.78872,140.7587881,25,
hkd5-2-1,41.78879,140.7578037,26,
hkd5-2-1,41.788878,140.7563527,27,
hkd5-2-1,41.7889514,140.7550962,28,
hkd5-2-1,41.78905,140.75398,29,
hkd5-2-1,41.789231,140.752354,30,
hkd5-2-1,41.789285,140.751817,31,
hkd5-2-1,41.789297,140.751686,32,
hkd5-2-1,41.789274,140.751639,33,
hkd5-2-1,41.788617,140.75148,34,
hkd5-2-1,41.787985,140.751316,35,
hkd5-2-1,41.786782,140.75102,36,
hkd5-2-1,41.786102,140.7508434,37,
hkd5-2-1,41.7859291,140.7507952,38,
hkd5-2-1,41.7858282,140.7507342,39,
hkd5-2-1,41.785758,140.7506802,40,
hkd5-2-1,41.7851688,140.7499581,41,
hkd5-2-1,41.784634,140.7492992,42,
hkd5-2-1,41.7843006,140.7488716,43,
hkd5-2-1,41.7839732,140.7484616,44,
hkd5-2-1,41.7833922,140.7477031,45,
hkd5-2-1,41.7828681,140.7470486,46,
hkd5-2-1,41.7823401,140.7464156,47,
hkd5-2-1,41.7821401,140.7461742,48,
hkd5-2-1,41.7817001,140.7456432,49,
hkd5-2-1,41.7810309,140.7447846,50,
hkd5-2-1,41.7803888,140.7439966,51,
hkd5-2-1,41.7795466,140.7429182,52,
hkd5-2-1,41.7789221,140.74209,53,
hkd5-2-1,41.7785957,140.7416818,54,
hkd5-2-1,41.7779327,140.7408686,55,
hkd5-2-1,41.777627,140.7405108,56,
hkd5-2-1,41.7772229,140.7399797,57,
hkd5-2-1,41.7766183,140.7392346,58,
hkd5-2-1,41.7758774,140.7383287,59,
hkd5-2-1,41.775584,140.7379548,60,
hkd5-2-1,41.774456,140.7365478,61,
hkd5-2-1,41.7736947,140.7355462,62,
hkd5-2-1,41.7733742,140.7351888,63,
hkd5-2-1,41.7728859,140.7345571,64,
hkd5-2-1,41.7716761,140.7334238,65,
hkd5-2-1,41.7712561,140.7330161,66,
hkd5-2-1,41.7711487,140.7328555,67,
hkd5-2-1,41.771132,140.7327211,68,
hkd5-2-1,41.7716285,140.7312909,69,
hkd5-2-1,41.771961,140.7303229,70,
hkd5-2-1,41.772256,140.729471,71,
hkd5-2-1,41.77243,140.728967,72,
hkd5-2-1,41.7726764,140.7282185,73,
hkd5-2-1,41.7726744,140.7281086,74,
hkd5-2-1,41.7725984,140.7280174,75,
hkd5-2-1,41.7723401,140.7278564,76,
hkd5-2-1,41.7718237,140.7275379,77,
hkd5-2-1,41.7715602,140.7273897,78,
hkd5-2-1,41.7713415,140.7272358,79,
hkd5-2-1,41.7710097,140.7269962,80,
hkd5-2-1,41.7707872,140.7268035,81,
hkd5-2-1,41.7700739,140.7261516,82,
hkd5-2-1,41.7694095,140.7255735,83,
hkd5-2-1,41.7690416,140.7252105,84,
hkd5-2-1,41.7685,140.724699,85,
hkd5-2-1,41.7681194,140.7243452,86,
hkd5-2-1,41.7674143,140.7236157,87,
hkd5-2-1,41.7670377,140.7232735,88,
hkd5-2-1,41.7667493,140.7229634,89,
hkd5-2-1,41.7663785,140.7225293,90,
hkd5-2-1,41.7662066,140.7223233,91,
hkd5-2-1,41.7657725,140.7217519,92,
hkd5-2-1,41.7655264,140.7214542,93,
hkd5-2-1,41.7654284,140.7213335,94,
hkd5-2-1,41.7652443,140.7210868,95,
hkd5-2-1,41.7649942,140.7206522,96,
hkd5-2-1,41.7649071,140.7204788,97,
hkd5-2-1,41.7647852,140.7202352,98,
hkd5-2-1,41.7646011,140.7198784,99,
hkd5-2-1,41.7643911,140.719405,100,
hkd5-2-1,41.764346,140.7193125,101,
hkd5-2-1,41.7642219,140.7189297,102,
hkd5-2-1,41.764125,140.7186339,103,
hkd5-2-1,41.7640895,140.7185064,104,
hkd5-2-1,41.7640039,140.7181417,105,
hkd5-2-1,41.7639649,140.7178734,106,
hkd5-2-1,41.7639548,140.7177573,107,
hkd5-2-1,41.7639478,140.7176346,108,
hkd5-2-1,41.7639618,140.7173543,109,
hkd5-2-1,41.7639728,140.7172497,110,
hkd5-2-1,41.7640038,140.7170455,111,
hkd5-2-1,41.7640568,140.7168226,112,
hkd5-2-1,41.7641189,140.7166298,113,
hkd5-2-1,41.7642058,140.7164377,114,
hkd5-2-1,41.7642529,140.7163371,115,
hkd5-2-1,41.7642929,140.7162475,116,
hkd5-2-1,41.764402,140.716037,117,
hkd5-2-1,41.764599,140.7157272,118,
hkd5-2-1,41.7654748,140.7143048,119,
hkd5-2-1,41.7656581,140.7140618,120,
hkd5-2-1,41.76594,140.7136117,121,
hkd5-2-1,41.766533,140.712636,122,
hkd5-3-1,41.784195,140.77652,0,
hkd5-3-1,41.784446,140.775869,1,
hkd5-3-1,41.784653,140.775403,2,
hkd5-3-1,41.78486,140.7749334,3,
hkd5-3-1,41.785186,140.7742521,4,
hkd5-3-1,41.785713,140.773158,5,
hkd5-3-1,41.785984,140.772557,6,
hkd5-3-1,41.78624,140.772001,7,
hkd5-3-1,41.786435,140.771576,8,
hkd5-3-1,41.786641,140.771109,9,
hkd5-3-1,41.7869294,140.7704916,10,
hkd5-3-1,41.7871538,140.7700366,11,
hkd5-3-1,41.7873646,140.7694049,12,
hkd5-3-1,41.7875393,140.7685412,13,
hkd5-3-1,41.7877861,140.7674849,14,
hkd5-3-1,41.7878438,140.7670376,15,
hkd5-3-1,41.7878556,140.7668019,16,
hkd5-3-1,41.7879432,140.7651608,17,
hkd5-3-1,41.7879901,140.7644089,18,
hkd5-3-1,41.7880863,140.7636263,19,
hkd5-3-1,41.788199,140.7626736,20,
hkd5-3-1,41.7883364,140.7616337,21,
hkd5-3-1,41.7885043,140.7605271,22,
hkd5-3-1,41.7886013,140.7596952,23,
hkd5-3-1,41.7886626,140.7593133,24,
hkd5-3-1,41.78872,140.7587881,25,
hkd5-3-1,41.78879,140.7578037,26,
hkd5-3-1,41.788878,140.7563527,27,
hkd5-3-1,41.7889514,140.7550962,28,
hkd5-3-1,41.78905,140.75398,29,
hkd5-3-1,41.789231,140.752354,30,
hkd5-3-1,41.789285,140.751817,31,
hkd5-3-1,41.789297,140.751686,32,
hkd5-3-1,41.789274,140.751639,33,
hkd5-3-1,41.788617,140.75148,34,
hkd5-3-1,41.787985,140.751316,35,
hkd5-3-1,41.786782,140.75102,36,
hkd5-3-1,41.786102,140.7508434,37,
hkd5-3-1,41.7859291,140.7507952,38,
hkd5-3-1,41.7858282,140.7507342,39,
hkd5-3-1,41.785758,140.7506802,40,
hkd5-3-1,41.7851688,140.7499581,41,
hkd5-3-1,41.784634,140.7492992,42,
hkd5-3-1,41.7843006,140.7488716,43,
hkd5-3-1,41.7839732,140.7484616,44,
hkd5-3-1,41.7833922,140.7477031,45,
hkd5-3-1,41.7828681,140.7470486,46,
hkd5-3-1,41.7823401,140.7464156,47,
hkd5-3-1,41.7821401,140.7461742,48,
hkd5-3-1,41.7817001,140.7456432,49,
hkd5-3-1,41.7810309,140.7447846,50,
hkd5-3-1,41.7803888,140.7439966,51,
hkd5-3-1,41.7795466,140.7429182,52,
hkd5-3-1,41.7789221,140.74209,53,
hkd5-3-1,41.7785957,140.7416818,54,
hkd5-3-1,41.7779327,140.7408686,55,
hkd5-3-1,41.777627,140.7405108,56,
hkd5-3-1,41.7772229,140.7399797,57,
hkd5-3-1,41.7766183,140.7392346,58,
hkd5-3-1,41.7758774,140.7383287,59,
hkd5-3-1,41.775584,140.7379548,60,
hkd5-3-1,41.774456,140.7365478,61,
hkd5-3-1,41.7736947,140.7355462,62,
hkd5-3-1,41.7733742,140.7351888,63,
hkd5-3-1,41.7728859,140.7345571,64,
hkd5-3-1,41.7716761,140.7334238,65,
hkd5-3-1,41.7712561,140.7330161,66,
hkd5-3-1,41.7711487,140.7328555,67,
hkd5-3-1,41.771132,140.7327211,68,
hkd5-3-1,41.7716285,140.7312909,69,
hkd5-3-1,41.771961,140.7303229,70,
hkd5-3-1,41.772256,140.729471,71,
hkd5-3-1,41.77243,140.728967,72,
hkd5-3-1,41.7726764,140.7282185,73,
hkd5-3-1,41.7726744,140.7281086,74,
hkd5-3-1,41.7725984,140.7280174,75,
hkd5-3-1,41.7723401,140.7278564,76,
hkd5-0-0,41.784195,140.77652,0,
hkd5-0-0,41.783986,140.777164,1,
hkd5-0-0,41.7838135,140.7777062,2,
hkd5-0-0,41.7836398,140.7782502,3,
hkd5-0-0,41.7833704,140.7789702,4,
hkd5-0-0,41.7830506,140.7796692,5,
hkd5-0-0,41.782646,140.7805659,6,
hkd5-0-0,41.782462,140.7810246,7,
hkd5-0-0,41.782215,140.781701,8,
hkd5-0-0,41.782112,140.781954,9,
hkd5-0-0,41.781889,140.782491,10,
hkd5-0-0,41.7816556,140.78304,11,
hkd5-0-0,41.781353,140.783486,12,
hkd5-0-0,41.781068,140.783917,13,
hkd5-0-0,41.780789,140.784235,14,
hkd5-0-0,41.780482,140.784527,15,
hkd5-0-0,41.780244,140.7848,16,
hkd5-0-0,41.7800129,140.785184,17,
hkd5-0-0,41.7799223,140.7853568,18,
hkd5-0-0,41.7798359,140.7854996,19,
hkd5-0-0,41.779787,140.78567,20,
hkd5-0-0,41.7797147,140.7860479,21,
hkd5-0-0,41.7797093,140.7861749,22,
hkd5-0-0,41.779783,140.7864249,23,
hkd5-0-0,41.7799074,140.7867425,24,
hkd5-0-0,41.7800439,140.7871387,25,
hkd5-0-0,41.7802871,140.7879339,26,
hkd5-0-0,41.7804991,140.7885016,27,
hkd5-0-0,41.780659,140.788861,28,
hkd5-0-0,41.780763,140.789102,29,
hkd5-0-0,41.780892,140.789352,30,
hkd5-0-0,41.781047,140.789729,31,
hkd5-0-0,41.7811016,140.7901218,32,
hkd5-0-0,41.7811484,140.7905976,33,
hkd5-1-0,41.7731386,140.7043276,0,
hkd5-1-0,41.7729735,140.704583,1,
hkd5-1-0,41.77227,140.7057238,2,
hkd5-1-0,41.7714422,140.7070549,3,
hkd5-1-0,41.7700345,140.7093475,4,
hkd5-1-0,41.7699225,140.7094602,5,
hkd5-1-0,41.7679345,140.7108661,6,
hkd5-1-0,41.7675949,140.7110917,7,
hkd5-1-0,41.7673999,140.7112588,8,
hkd5-1-0,41.7672364,140.7114799,9,
hkd5-1-0,41.76707,140.7117504,10,
hkd5-1-0,41.766975,140.7119069,11,
hkd5-1-0,41.7666077,140.7125031,12,
hkd5-1-0,41.766533,140.712636,13,
hkd5-1-0,41.76594,140.7136117,14,
hkd5-1-0,41.7656581,140.7140618,15,
hkd5-1-0,41.7654748,140.7143048,16,
hkd5-1-0,41.764599,140.7157272,17,
hkd5-1-0,41.764402,140.716037,18,
hkd5-1-0,41.7642929,140.7162475,19,
hkd5-1-0,41.7642529,140.7163371,20,
hkd5-1-0,41.7642058,140.7164377,21,
hkd5-1-0,41.7641189,140.7166298,22,
hkd5-1-0,41.7640568,140.7168226,23,
hkd5-1-0,41.7640038,140.7170455,24,
hkd5-1-0,41.7639728,140.7172497,25,
hkd5-1-0,41.7639618,140.7173543,26,
hkd5-1-0,41.7639478,140.7176346,27,
hkd5-1-0,41.7639548,140.7177573,28,
hkd5-1-0,41.7639649,140.7178734,29,
hkd5-1-0,41.7640039,140.7181417,30,
hkd5-1-0,41.7640895,140.7185064,31,
hkd5-1-0,41.764125,140.7186339,32,
hkd5-1-0,41.7642219,140.7189297,33,
hkd5-1-0,41.764346,140.7193125,34,
hkd5-1-0,41.7643911,140.719405,35,
hkd5-1-0,41.7646011,140.7198784,36,
hkd5-1-0,41.7647852,140.7202352,37,
hkd5-1-0,41.7649071,140.7204788,38,
hkd5-1-0,41.7649942,140.7206522,39,
hkd5-1-0,41.7652443,140.7210868,40,
hkd5-1-0,41.7654284,140.7213335,41,
hkd5-1-0,41.7655264,140.7214542,42,
hkd5-1-0,41.7657725,140.7217519,43,
hkd5-1-0,41.7662066,140.7223233,44,
hkd5-1-0,41.7663785,140.7225293,45,
hkd5-1-0,41.7667493,140.7229634,46,
hkd5-1-0,41.7670377,140.7232735,47,
hkd5-1-0,41.7674143,140.7236157,48,
hkd5-1-0,41.7681194,140.7243452,49,
hkd5-1-0,41.7685,140.724699,50,
hkd5-1-0,41.7690416,140.7252105,51,
hkd5-1-0,41.7694095,140.7255735,52,
hkd5-1-0,41.7700739,140.7261516,53,
hkd5-1-0,41.7707872,140.7268035,54,
hkd5-1-0,41.7710097,140.7269962,55,
hkd5-1-0,41.7713415,140.7272358,56,
hkd5-1-0,41.7715602,140.7273897,57,
hkd5-1-0,41.7718237,140.7275379,58,
hkd5-1-0,41.7723401,140.7278564,59,
hkd5-1-0,41.7725984,140.7280174,60,
hkd5-1-0,41.7726744,140.7281086,61,
hkd5-1-0,41.7726764,140.7282185,62,
hkd5-1-0,41.77243,140.728967,63,
hkd5-1-0,41.772256,140.729471,64,
hkd5-1-0,41.771961,140.7303229,65,
hkd5-1-0,41.7716285,140.7312909,66,
hkd5-1-0,41.771132,140.7327211,67,
hkd5-1-0,41.7711487,140.7328555,68,
hkd5-1-0,41.7712561,140.7330161,69,
hkd5-1-0,41.7716761,140.7334238,70,
hkd5-1-0,41.7728859,140.7345571,71,
hkd5-1-0,41.7733742,140.7351888,72,
hkd5-1-0,41.7736947,140.7355462,73,
hkd5-1-0,41.774456,140.7365478,74,
hkd5-1-0,41.775584,140.7379548,75,
hkd5-1-0,41.7758774,140.7383287,76,
hkd5-1-0,41.7766183,140.7392346,77,
hkd5-1-0,41.7772229,140.7399797,78,
hkd5-1-0,41.7772229,140.7399797,79,
hkd5-1-0,41.7779327,140.7408686,80,
hkd5-1-0,41.7785957,140.7416818,81,
hkd5-1-0,41.7789221,140.74209,82,
hkd5-1-0,41.7795466,140.7429182,83,
hkd5-1-0,41.7803888,140.7439966,84,
hkd5-1-0,41.7810309,140.7447846,85,
hkd5-1-0,41.7817001,140.7456432,86,
hkd5-1-0,41.7821401,140.7461742,87,
hkd5-1-0,41.7823401,140.7464156,88,
hkd5-1-0,41.7828681,140.7470486,89,
hkd5-1-0,41.7833922,140.7477031,90,
hkd5-1-0,41.7839732,140.7484616,91,
hkd5-1-0,41.7843006,140.7488716,92,
hkd5-1-0,41.784634,140.7492992,93,
hkd5-1-0,41.7851688,140.7499581,94,
hkd5-1-0,41.785758,140.7506802,95,
hkd5-1-0,41.7858282,140.7507342,96,
hkd5-1-0,41.7859291,140.7507952,97,
hkd5-1-0,41.786102,140.7508434,98,
hkd5-1-0,41.786782,140.75102,99,
hkd5-1-0,41.787985,140.751316,100,
hkd5-1-0,41.788617,140.75148,101,
hkd5-1-0,41.789274,140.751639,102,
hkd5-1-0,41.789297,140.751686,103,
hkd5-1-0,41.789285,140.751817,104,
hkd5-1-0,41.789231,140.752354,105,
hkd5-1-0,41.78905,140.75398,106,
hkd5-1-0,41.7889514,140.7550962,107,
hkd5-1-0,41.788878,140.7563527,108,
hkd5-1-0,41.78879,140.7578037,109,
hkd5-1-0,41.78872,140.7587881,110,
hkd5-1-0,41.7886626,140.7593133,111,
hkd5-1-0,41.7886013,140.7596952,112,
hkd5-1-0,41.7885043,140.7605271,113,
hkd5-1-0,41.7883364,140.7616337,114,
hkd5-1-0,41.788199,140.7626736,115,
hkd5-1-0,41.7880863,140.7636263,116,
hkd5-1-0,41.7879901,140.7644089,117,
hkd5-1-0,41.7879432,140.7651608,118,
hkd5-1-0,41.7878556,140.7668019,119,
hkd5-1-0,41.7878438,140.7670376,120,
hkd5-1-0,41.7877861,140.7674849,121,
hkd5-1-0,41.7875393,140.7685412,122,
hkd5-1-0,41.7873646,140.7694049,123,
hkd5-1-0,41.7871538,140.7700366,124,
hkd5-1-0,41.7869294,140.7704916,125,
hkd5-1-0,41.786641,140.771109,126,
hkd5-1-0,41.786435,140.771576,127,
hkd5-1-0,41.78624,140.772001,128,
hkd5-1-0,41.785984,140.772557,129,
hkd5-1-0,41.785713,140.773158,130,
hkd5-1-0,41.785186,140.7742521,131,
hkd5-1-0,41.78486,140.7749334,132,
hkd5-1-0,41.784653,140.775403,133,
hkd5-1-0,41.784446,140.775869,134,
hkd5-1-0,41.784195,140.77652,135,
hkd5-1-0,41.783986,140.777164,136,
hkd5-1-0,41.7838135,140.7777062,137,
hkd5-1-0,41.7836398,140.7782502,138,
hkd5-1-0,41.7833704,140.7789702,139,
hkd5-1-0,41.7830506,140.7796692,140,
hkd5-1-0,41.782646,140.7805659,141,
hkd5-1-0,41.782462,140.7810246,142,
hkd5-1-0,41.782215,140.781701,143,
hkd5-1-0,41.782112,140.781954,144,
hkd5-1-0,41.781889,140.782491,145,
hkd5-1-0,41.7816556,140.78304,146,
hkd5-1-0,41.781353,140.783486,147,
hkd5-1-0,41.781068,140.783917,148,
hkd5-1-0,41.780789,140.784235,149,
hkd5-1-0,41.780482,140.784527,150,
hkd5-1-0,41.780244,140.7848,151,
hkd5-1-0,41.7800129,140.785184,152,
hkd5-1-0,41.7799223,140.7853568,153,
hkd5-1-0,41.7798359,140.7854996,154,
hkd5-1-0,41.779787,140.78567,155,
hkd5-1-0,41.7797147,140.7860479,156,
hkd5-1-0,41.7797093,140.7861749,157,
hkd5-1-0,41.779783,140.7864249,158,
hkd5-1-0,41.7799074,140.7867425,159,
hkd5-1-0,41.7800439,140.7871387,160,
hkd5-1-0,41.7802871,140.7879339,161,
hkd5-1-0,41.7804991,140.7885016,162,
hkd5-1-0,41.780659,140.788861,163,
hkd5-1-0,41.780763,140.789102,164,
hkd5-1-0,41.780892,140.789352,165,
hkd5-1-0,41.781047,140.789729,166,
hkd5-1-0,41.7811016,140.7901218,167,
hkd5-1-0,41.7811484,140.7905976,168,
hkd5-2-0,41.766533,140.712636,0,
hkd5-2-0,41.76594,140.7136117,1,
